txn_id,account_id,timestamp,txn_type,channel,amount,merchant_category,device_info,ip_address,is_flagged
T0002047,A00175,2025-12-18T14:37:00,CREDIT,NETBANKING,41826.44,RENT,ANDROID 10,10.0.229.242,0
T0002048,A00155,2025-12-17T19:25:00,DEBIT,UPI,33639.02,DINING,ANDROID 11,10.0.95.38,0
T0002049,A00151,2025-12-16T20:28:00,DEBIT,NETBANKING,29935.31,HEALTH,iOS 15,10.0.7.92,0
T0002050,A00192,2025-12-16T09:06:00,DEBIT,NETBANKING,346.65,GROCERY,ANDROID 12,10.0.192.64,0
T0002051,A00187,2025-12-18T11:46:00,CREDIT,BRANCH,35928.94,FUEL,iOS 14,10.0.46.32,0
T0002052,A00182,2025-12-16T17:07:00,CREDIT,UPI,3520.24,FUEL,ANDROID 14,10.0.77.211,0
T0002053,A00180,2025-12-16T18:28:00,CREDIT,NETBANKING,140076.13,HEALTH,iOS 14,10.0.198.3,1
T0002054,A00219,2025-12-18T15:16:00,CREDIT,ATM,81521.83,FUEL,iOS 17,10.0.245.67,0
T0002055,A00199,2025-12-17T01:43:00,DEBIT,UPI,3507.5,RENT,iOS 15,10.0.222.31,0
T0002056,A00162,2025-12-18T10:21:00,DEBIT,BRANCH,12418.17,FUEL,ANDROID 8,10.0.162.24,0
T0002057,A00227,2025-12-17T22:54:00,CREDIT,ATM,49492.43,E-COM,iOS 16,10.0.76.250,0
T0002058,A00152,2025-12-16T21:54:00,CREDIT,UPI,10308.62,UTILITIES,ANDROID 9,10.0.142.106,0
T0002059,A00202,2025-12-16T11:02:00,CREDIT,ATM,56290.52,RENT,ANDROID 13,10.0.139.221,0
T0002060,A00201,2025-12-17T14:29:00,CREDIT,NETBANKING,107431.3,FUEL,ANDROID 9,10.0.136.226,1
T0002061,A00152,2025-12-18T16:18:00,DEBIT,UPI,103323.31,E-COM,iOS 15,10.0.228.153,1
T0002062,A00186,2025-12-16T09:04:00,DEBIT,BRANCH,21153.73,TRAVEL,ANDROID 8,10.0.254.68,0
T0002063,A00191,2025-12-16T18:16:00,CREDIT,NETBANKING,118460.81,TRAVEL,iOS 15,10.0.210.80,1
T0002064,A00170,2025-12-17T00:10:00,CREDIT,BRANCH,2658.66,RENT,ANDROID 12,10.0.48.198,0
T0002065,A00221,2025-12-16T18:31:00,CREDIT,UPI,82365.36,DINING,iOS 15,10.0.167.89,0
T0002066,A00222,2025-12-16T10:13:00,CREDIT,BRANCH,17207.62,GROCERY,ANDROID 12,10.0.88.57,0
T0002067,A00157,2025-12-17T03:03:00,CREDIT,BRANCH,3578.57,FUEL,ANDROID 9,10.0.73.118,0
T0002068,A00161,2025-12-16T11:01:00,DEBIT,NETBANKING,30115.55,E-COM,ANDROID 13,10.0.218.18,0
T0002069,A00194,2025-12-16T15:06:00,DEBIT,UPI,98246.85,RENT,iOS 16,10.0.5.128,0
T0002070,A00204,2025-12-17T14:42:00,CREDIT,NETBANKING,143360.26,RENT,ANDROID 13,10.0.23.249,1
T0002071,A00189,2025-12-18T05:43:00,DEBIT,NETBANKING,146771.49,DINING,iOS 16,10.0.196.212,1
T0002072,A00153,2025-12-16T16:18:00,DEBIT,ATM,35527.84,TRAVEL,ANDROID 13,10.0.104.247,0
T0002073,A00189,2025-12-17T18:34:00,DEBIT,ATM,35270.02,DINING,ANDROID 11,10.0.86.42,0
T0002074,A00190,2025-12-18T12:40:00,DEBIT,NETBANKING,123916.22,E-COM,ANDROID 8,10.0.200.217,1
T0002075,A00203,2025-12-18T09:01:00,CREDIT,ATM,139785.75,DINING,iOS 15,10.0.141.252,0
T0002076,A00159,2025-12-18T03:25:00,CREDIT,BRANCH,127852.57,HEALTH,ANDROID 14,10.0.138.203,0
T0002077,A00229,2025-12-17T05:01:00,CREDIT,BRANCH,124488.91,E-COM,ANDROID 13,10.0.106.93,0
T0002078,A00151,2025-12-16T11:29:00,CREDIT,UPI,120951.14,RENT,ANDROID 11,10.0.154.250,1
T0002079,A00168,2025-12-16T17:34:00,DEBIT,ATM,129620.96,UTILITIES,ANDROID 10,10.0.214.225,0
T0002080,A00198,2025-12-17T22:23:00,DEBIT,UPI,22664.84,TRAVEL,iOS 17,10.0.129.155,0
T0002081,A00195,2025-12-16T20:10:00,CREDIT,ATM,86246.07,E-COM,ANDROID 11,10.0.141.206,0
T0002082,A00186,2025-12-18T04:52:00,DEBIT,UPI,15206.25,HEALTH,iOS 14,10.0.75.119,0
T0002083,A00181,2025-12-16T09:10:00,CREDIT,NETBANKING,46043.11,TRAVEL,iOS 16,10.0.91.186,0
T0002084,A00158,2025-12-17T21:03:00,CREDIT,BRANCH,80549.21,DINING,ANDROID 14,10.0.9.89,0
T0002085,A00162,2025-12-18T16:44:00,DEBIT,UPI,27302.64,E-COM,iOS 16,10.0.159.51,0
T0002086,A00185,2025-12-16T14:36:00,DEBIT,NETBANKING,129485.32,FUEL,iOS 14,10.0.159.157,1
T0002087,A00217,2025-12-17T13:56:00,DEBIT,NETBANKING,74525.86,FUEL,iOS 17,10.0.27.253,0
T0002088,A00157,2025-12-16T22:49:00,DEBIT,UPI,149925.4,UTILITIES,ANDROID 11,10.0.25.21,1
T0002089,A00161,2025-12-18T16:07:00,CREDIT,UPI,140756.84,UTILITIES,ANDROID 11,10.0.59.62,1
T0002090,A00163,2025-12-18T12:12:00,CREDIT,UPI,88474.62,HEALTH,iOS 17,10.0.23.200,0
T0002091,A00163,2025-12-18T04:01:00,CREDIT,NETBANKING,114095.91,TRAVEL,iOS 14,10.0.132.26,1
T0002092,A00224,2025-12-18T05:14:00,CREDIT,BRANCH,123230.27,TRAVEL,iOS 14,10.0.61.20,0
T0002093,A00176,2025-12-17T14:52:00,CREDIT,NETBANKING,50687.69,E-COM,iOS 14,10.0.241.237,0
T0002094,A00171,2025-12-17T23:06:00,CREDIT,UPI,70777.49,HEALTH,ANDROID 8,10.0.116.120,0
T0002095,A00164,2025-12-17T13:21:00,DEBIT,BRANCH,4172.18,FUEL,iOS 17,10.0.79.34,0
T0002096,A00175,2025-12-18T07:12:00,CREDIT,ATM,72194.21,FUEL,ANDROID 11,10.0.173.215,0
T0002097,A00179,2025-12-16T11:45:00,CREDIT,BRANCH,83970.75,FUEL,iOS 14,10.0.93.205,0
T0002098,A00186,2025-12-17T22:20:00,DEBIT,ATM,117667.5,HEALTH,iOS 14,10.0.7.44,0
T0002099,A00182,2025-12-18T06:40:00,CREDIT,NETBANKING,119770.46,E-COM,ANDROID 11,10.0.95.42,1
T0002100,A00165,2025-12-17T11:40:00,DEBIT,BRANCH,90389.6,DINING,ANDROID 14,10.0.233.67,0
T0002101,A00200,2025-12-18T06:29:00,CREDIT,UPI,58370.59,HEALTH,iOS 16,10.0.33.112,0
T0002102,A00229,2025-12-18T08:06:00,DEBIT,NETBANKING,86730.72,TRAVEL,iOS 15,10.0.45.83,0
T0002103,A00157,2025-12-18T11:13:00,DEBIT,BRANCH,134202.64,E-COM,ANDROID 8,10.0.245.238,0
T0002104,A00151,2025-12-16T23:51:00,DEBIT,ATM,7010.78,RENT,iOS 15,10.0.144.218,0
T0002105,A00177,2025-12-18T08:58:00,DEBIT,NETBANKING,86704.2,RENT,ANDROID 10,10.0.33.57,0
T0002106,A00153,2025-12-16T09:41:00,CREDIT,UPI,110801.6,FUEL,iOS 16,10.0.117.12,1
T0002107,A00168,2025-12-16T15:53:00,CREDIT,UPI,56589.7,TRAVEL,iOS 17,10.0.148.104,0
T0002108,A00181,2025-12-17T00:46:00,CREDIT,NETBANKING,46513.24,FUEL,ANDROID 10,10.0.8.210,0
T0002109,A00165,2025-12-18T12:57:00,CREDIT,BRANCH,63120.64,E-COM,ANDROID 14,10.0.217.220,0
T0002110,A00165,2025-12-17T06:50:00,CREDIT,NETBANKING,82793.84,TRAVEL,iOS 14,10.0.70.140,0
T0002111,A00159,2025-12-17T15:39:00,CREDIT,ATM,121086.64,E-COM,ANDROID 10,10.0.254.130,0
T0002112,A00162,2025-12-17T08:18:00,CREDIT,ATM,23256.93,GROCERY,iOS 17,10.0.82.59,0
T0002113,A00199,2025-12-16T10:17:00,DEBIT,ATM,118025.84,DINING,iOS 16,10.0.143.109,0
T0002114,A00209,2025-12-17T16:59:00,DEBIT,UPI,53747.55,HEALTH,ANDROID 11,10.0.104.16,0
T0002115,A00214,2025-12-17T16:39:00,DEBIT,ATM,57671.9,RENT,iOS 17,10.0.117.124,0
T0002116,A00157,2025-12-16T23:46:00,DEBIT,BRANCH,47741.62,UTILITIES,ANDROID 14,10.0.95.228,0
T0002117,A00206,2025-12-17T05:14:00,DEBIT,ATM,75513.07,TRAVEL,iOS 15,10.0.196.13,0
T0002118,A00170,2025-12-17T23:24:00,DEBIT,ATM,38971.05,DINING,iOS 17,10.0.75.229,0
T0002119,A00207,2025-12-16T21:41:00,CREDIT,UPI,67331.8,DINING,ANDROID 8,10.0.228.168,0
T0002120,A00198,2025-12-18T07:38:00,DEBIT,NETBANKING,71761.31,FUEL,iOS 15,10.0.173.54,0
T0002121,A00220,2025-12-17T12:22:00,CREDIT,BRANCH,103759.7,TRAVEL,iOS 15,10.0.220.185,0
T0002122,A00214,2025-12-18T18:03:00,CREDIT,UPI,60995.22,GROCERY,iOS 17,10.0.119.46,0
T0002123,A00157,2025-12-18T08:22:00,CREDIT,ATM,116624.25,RENT,ANDROID 14,10.0.13.176,0
T0002124,A00217,2025-12-18T17:57:00,DEBIT,BRANCH,30042.22,DINING,iOS 16,10.0.230.110,0
T0002125,A00182,2025-12-18T14:00:00,DEBIT,ATM,28818.22,TRAVEL,ANDROID 8,10.0.242.129,0
T0002126,A00226,2025-12-17T16:37:00,CREDIT,ATM,51672.07,E-COM,ANDROID 8,10.0.14.62,0
T0002127,A00217,2025-12-17T02:43:00,DEBIT,NETBANKING,71554.69,DINING,iOS 15,10.0.233.187,0
T0002128,A00176,2025-12-16T21:18:00,DEBIT,NETBANKING,26357.41,E-COM,ANDROID 8,10.0.38.214,0
T0002129,A00209,2025-12-18T17:40:00,CREDIT,BRANCH,63917.66,FUEL,iOS 14,10.0.216.43,0
T0002130,A00157,2025-12-18T14:12:00,CREDIT,NETBANKING,92537.37,TRAVEL,ANDROID 10,10.0.206.148,0
T0002131,A00220,2025-12-17T00:53:00,DEBIT,ATM,26399.43,FUEL,iOS 14,10.0.106.150,0
T0002132,A00172,2025-12-16T21:46:00,DEBIT,NETBANKING,112044.26,GROCERY,ANDROID 10,10.0.94.174,1
T0002133,A00200,2025-12-17T03:20:00,CREDIT,UPI,9129.48,GROCERY,iOS 17,10.0.237.227,0
T0002134,A00152,2025-12-16T23:44:00,DEBIT,BRANCH,138581.44,HEALTH,iOS 14,10.0.175.176,0
T0002135,A00151,2025-12-16T11:14:00,CREDIT,NETBANKING,31341.35,DINING,iOS 15,10.0.129.235,0
T0002136,A00185,2025-12-17T10:43:00,DEBIT,UPI,129460.67,HEALTH,ANDROID 10,10.0.227.111,1
T0002137,A00180,2025-12-17T22:54:00,DEBIT,NETBANKING,143687.51,GROCERY,iOS 16,10.0.133.16,1
T0002138,A00170,2025-12-17T08:52:00,CREDIT,UPI,104847.18,UTILITIES,iOS 15,10.0.65.119,1
T0002139,A00170,2025-12-18T12:45:00,CREDIT,NETBANKING,81160.68,FUEL,ANDROID 12,10.0.60.211,0
T0002140,A00199,2025-12-17T00:10:00,CREDIT,UPI,44804.85,DINING,ANDROID 14,10.0.220.184,0
T0002141,A00203,2025-12-17T15:53:00,CREDIT,ATM,123618.22,HEALTH,iOS 16,10.0.182.251,0
T0002142,A00176,2025-12-18T01:08:00,CREDIT,ATM,93533.13,TRAVEL,ANDROID 13,10.0.0.130,0
T0002143,A00219,2025-12-17T14:41:00,CREDIT,UPI,62833.44,HEALTH,iOS 17,10.0.11.44,0
T0002144,A00155,2025-12-17T22:14:00,DEBIT,UPI,84778.46,E-COM,ANDROID 9,10.0.95.198,0
T0002145,A00159,2025-12-17T10:21:00,CREDIT,NETBANKING,92973.49,RENT,ANDROID 12,10.0.17.150,0
T0002146,A00178,2025-12-16T20:50:00,DEBIT,ATM,143569.91,UTILITIES,ANDROID 8,10.0.85.63,0
T0002147,A00195,2025-12-16T13:35:00,DEBIT,NETBANKING,121447.65,TRAVEL,ANDROID 8,10.0.58.159,1
T0002148,A00178,2025-12-17T08:02:00,CREDIT,ATM,119442.38,GROCERY,ANDROID 11,10.0.145.178,0
T0002149,A00176,2025-12-18T03:35:00,DEBIT,NETBANKING,28952.58,E-COM,ANDROID 9,10.0.201.236,0
T0002150,A00170,2025-12-18T01:25:00,CREDIT,NETBANKING,1136.01,GROCERY,ANDROID 13,10.0.118.32,0
T0002151,A00166,2025-12-18T17:46:00,CREDIT,ATM,13615.36,GROCERY,ANDROID 10,10.0.201.81,0
T0002152,A00228,2025-12-18T02:02:00,DEBIT,UPI,17729.76,UTILITIES,iOS 17,10.0.101.20,0
T0002153,A00211,2025-12-17T16:23:00,CREDIT,ATM,41714.39,FUEL,iOS 17,10.0.93.153,0
T0002154,A00184,2025-12-18T04:45:00,DEBIT,NETBANKING,135257.97,TRAVEL,iOS 14,10.0.67.47,1
T0002155,A00200,2025-12-17T15:28:00,DEBIT,NETBANKING,15026.19,TRAVEL,ANDROID 11,10.0.65.242,0
T0002156,A00204,2025-12-18T19:21:00,CREDIT,BRANCH,47809.36,DINING,ANDROID 8,10.0.72.180,0
T0002157,A00153,2025-12-18T03:22:00,CREDIT,UPI,67312.9,UTILITIES,ANDROID 12,10.0.81.169,0
T0002158,A00218,2025-12-17T03:20:00,CREDIT,NETBANKING,40608.79,UTILITIES,ANDROID 8,10.0.32.91,0
T0002159,A00179,2025-12-18T19:42:00,CREDIT,ATM,1539.47,FUEL,ANDROID 13,10.0.71.26,0
T0002160,A00224,2025-12-18T04:40:00,DEBIT,ATM,35702.53,GROCERY,ANDROID 11,10.0.248.235,0
T0002161,A00225,2025-12-17T16:28:00,DEBIT,ATM,69947.36,E-COM,ANDROID 13,10.0.128.221,0
T0002162,A00166,2025-12-16T19:28:00,DEBIT,NETBANKING,106243.99,RENT,iOS 16,10.0.56.152,1
T0002163,A00173,2025-12-18T11:14:00,DEBIT,ATM,115760.53,HEALTH,ANDROID 11,10.0.252.163,0
T0002164,A00198,2025-12-18T17:37:00,DEBIT,NETBANKING,132100.11,E-COM,ANDROID 12,10.0.220.91,1
T0002165,A00162,2025-12-17T09:26:00,DEBIT,NETBANKING,51076.98,RENT,iOS 16,10.0.29.227,0
T0002166,A00216,2025-12-17T07:46:00,CREDIT,NETBANKING,124439.87,E-COM,iOS 16,10.0.223.182,1
T0002167,A00211,2025-12-16T18:12:00,CREDIT,NETBANKING,2747.52,RENT,ANDROID 9,10.0.86.93,0
T0002168,A00189,2025-12-16T23:47:00,CREDIT,ATM,12068.96,DINING,ANDROID 9,10.0.88.47,0
T0002169,A00194,2025-12-16T09:35:00,DEBIT,NETBANKING,52932.68,DINING,ANDROID 10,10.0.228.45,0
T0002170,A00220,2025-12-17T13:04:00,DEBIT,ATM,132127.74,GROCERY,ANDROID 9,10.0.83.63,0
T0002171,A00185,2025-12-16T14:57:00,CREDIT,NETBANKING,89123.55,GROCERY,iOS 17,10.0.201.44,0
T0002172,A00206,2025-12-16T11:42:00,DEBIT,BRANCH,59805.36,RENT,iOS 16,10.0.26.247,0
T0002173,A00224,2025-12-17T09:39:00,CREDIT,NETBANKING,27807.48,HEALTH,iOS 14,10.0.9.184,0
T0002174,A00179,2025-12-18T02:57:00,DEBIT,UPI,110611.71,FUEL,ANDROID 9,10.0.189.196,1
T0002175,A00175,2025-12-17T21:46:00,DEBIT,NETBANKING,24090.3,HEALTH,ANDROID 12,10.0.113.98,0
T0002176,A00150,2025-12-18T08:26:00,DEBIT,BRANCH,144765.33,E-COM,ANDROID 13,10.0.19.83,0
T0002177,A00201,2025-12-17T04:10:00,CREDIT,UPI,138524.16,DINING,iOS 14,10.0.242.250,1
T0002178,A00205,2025-12-18T20:24:00,DEBIT,BRANCH,42242.96,TRAVEL,ANDROID 12,10.0.166.59,0
T0002179,A00209,2025-12-16T20:50:00,DEBIT,ATM,63577.7,HEALTH,iOS 15,10.0.114.173,0
T0002180,A00164,2025-12-16T23:02:00,DEBIT,BRANCH,17244.2,RENT,ANDROID 8,10.0.222.77,0
T0002181,A00167,2025-12-16T22:39:00,DEBIT,BRANCH,52377.46,RENT,ANDROID 13,10.0.100.118,0
T0002182,A00172,2025-12-17T16:40:00,CREDIT,BRANCH,78527.67,HEALTH,iOS 14,10.0.216.220,0
T0002183,A00176,2025-12-18T14:56:00,CREDIT,ATM,27050.11,GROCERY,iOS 17,10.0.35.122,0
T0002184,A00191,2025-12-18T19:35:00,CREDIT,UPI,76763.98,HEALTH,ANDROID 8,10.0.253.159,0
T0002185,A00228,2025-12-17T23:32:00,DEBIT,NETBANKING,45001.97,E-COM,ANDROID 9,10.0.146.144,0
T0002186,A00178,2025-12-17T15:23:00,CREDIT,ATM,115735.77,FUEL,iOS 15,10.0.112.69,0
T0002187,A00194,2025-12-17T14:14:00,CREDIT,NETBANKING,75172.43,DINING,ANDROID 11,10.0.5.43,0
T0002188,A00195,2025-12-18T20:40:00,CREDIT,ATM,111816.32,DINING,iOS 15,10.0.214.144,0
T0002189,A00222,2025-12-16T11:49:00,CREDIT,BRANCH,25984.84,DINING,iOS 16,10.0.32.168,0
T0002190,A00151,2025-12-16T09:13:00,CREDIT,NETBANKING,75153.93,TRAVEL,iOS 16,10.0.246.190,0
T0002191,A00184,2025-12-16T20:54:00,DEBIT,BRANCH,108930.64,UTILITIES,ANDROID 12,10.0.8.214,0
T0002192,A00154,2025-12-18T00:42:00,DEBIT,BRANCH,80067.9,RENT,iOS 14,10.0.156.126,0
T0002193,A00202,2025-12-18T11:18:00,DEBIT,ATM,33358.24,RENT,ANDROID 11,10.0.26.102,0
T0002194,A00198,2025-12-16T14:37:00,CREDIT,ATM,131776.62,RENT,iOS 17,10.0.67.174,0
T0002195,A00199,2025-12-18T12:32:00,DEBIT,BRANCH,83040.23,FUEL,ANDROID 10,10.0.44.133,0
T0002196,A00197,2025-12-18T16:44:00,DEBIT,UPI,22415.45,HEALTH,iOS 15,10.0.56.3,0
T0002197,A00216,2025-12-17T06:01:00,CREDIT,UPI,104640.77,DINING,ANDROID 9,10.0.186.106,1
T0002198,A00204,2025-12-16T11:16:00,CREDIT,UPI,34222.65,UTILITIES,ANDROID 11,10.0.125.55,0
T0002199,A00153,2025-12-17T12:03:00,CREDIT,BRANCH,99897.49,GROCERY,iOS 17,10.0.61.141,0
T0002200,A00167,2025-12-16T21:29:00,DEBIT,BRANCH,61576.38,HEALTH,iOS 16,10.0.41.158,0
T0002201,A00152,2025-12-18T13:38:00,CREDIT,BRANCH,49398.07,TRAVEL,iOS 14,10.0.198.121,0
T0002202,A00176,2025-12-18T00:05:00,CREDIT,NETBANKING,45736.76,E-COM,iOS 17,10.0.204.7,0
T0002203,A00190,2025-12-18T15:31:00,CREDIT,UPI,126584.18,RENT,ANDROID 9,10.0.60.178,1
T0002204,A00208,2025-12-16T13:00:00,CREDIT,BRANCH,114760.89,FUEL,ANDROID 11,10.0.226.8,0
T0002205,A00202,2025-12-17T11:40:00,DEBIT,NETBANKING,125848.44,FUEL,ANDROID 9,10.0.7.122,1
T0002206,A00174,2025-12-18T16:16:00,DEBIT,UPI,100951.94,E-COM,ANDROID 12,10.0.78.108,1
T0002207,A00191,2025-12-18T13:31:00,DEBIT,NETBANKING,69574.4,HEALTH,iOS 14,10.0.216.211,0
T0002208,A00189,2025-12-18T02:41:00,CREDIT,NETBANKING,60813.51,RENT,ANDROID 9,10.0.120.249,0
T0002209,A00161,2025-12-18T07:03:00,DEBIT,ATM,45407.91,GROCERY,ANDROID 10,10.0.214.116,0
T0002210,A00153,2025-12-17T10:58:00,DEBIT,UPI,92558.69,HEALTH,ANDROID 10,10.0.132.156,0
T0002211,A00217,2025-12-16T20:05:00,CREDIT,NETBANKING,84233.61,RENT,iOS 15,10.0.27.179,0
T0002212,A00168,2025-12-18T14:26:00,DEBIT,BRANCH,108715.64,FUEL,ANDROID 12,10.0.2.99,0
T0002213,A00198,2025-12-18T04:45:00,CREDIT,NETBANKING,101686.23,TRAVEL,iOS 14,10.0.52.98,1
T0002214,A00182,2025-12-18T13:43:00,DEBIT,UPI,49318.71,UTILITIES,iOS 14,10.0.58.122,0
T0002215,A00156,2025-12-18T01:53:00,DEBIT,BRANCH,94640.07,GROCERY,ANDROID 8,10.0.104.8,0
T0002216,A00215,2025-12-18T03:56:00,DEBIT,UPI,68166.53,DINING,ANDROID 9,10.0.212.141,0
T0002217,A00172,2025-12-18T05:27:00,CREDIT,ATM,126374.97,TRAVEL,iOS 14,10.0.9.118,0
T0002218,A00168,2025-12-17T20:14:00,CREDIT,NETBANKING,96255.81,HEALTH,iOS 14,10.0.38.108,0
T0002219,A00219,2025-12-16T09:08:00,CREDIT,UPI,107898.89,DINING,iOS 15,10.0.241.104,1
T0002220,A00200,2025-12-16T18:02:00,DEBIT,UPI,79581.05,GROCERY,ANDROID 8,10.0.233.15,0
T0002221,A00172,2025-12-17T13:45:00,DEBIT,ATM,42127.62,UTILITIES,ANDROID 12,10.0.195.162,0
T0002222,A00173,2025-12-18T04:49:00,CREDIT,ATM,149748.06,HEALTH,iOS 14,10.0.91.3,0
T0002223,A00187,2025-12-18T16:19:00,DEBIT,ATM,24387.83,TRAVEL,ANDROID 12,10.0.9.150,0
T0002224,A00161,2025-12-16T19:39:00,DEBIT,BRANCH,54666.57,GROCERY,ANDROID 10,10.0.231.104,0
T0002225,A00157,2025-12-17T02:03:00,CREDIT,BRANCH,165.34,RENT,ANDROID 10,10.0.68.217,0
T0002226,A00189,2025-12-16T11:52:00,CREDIT,ATM,33384.77,DINING,ANDROID 14,10.0.40.180,0
T0002227,A00218,2025-12-18T16:38:00,CREDIT,ATM,116843.73,RENT,iOS 15,10.0.204.212,0
T0002228,A00184,2025-12-18T18:22:00,DEBIT,UPI,52874.11,HEALTH,iOS 15,10.0.189.71,0
